epoch,batch,loss_group:0,loss_group:1,loss_group:2,loss_group:3,loss_group:4,loss_group:5,loss_group:6,loss_group:7,loss_group:8,loss_group:9,loss_group:10,loss_group:11,loss_group:12,loss_group:13,loss_group:14,loss_group:15,loss_avg,acc_group:0,acc_group:1,acc_group:2,acc_group:3,acc_group:4,acc_group:5,acc_group:6,acc_group:7,acc_group:8,acc_group:9,acc_group:10,acc_group:11,acc_group:12,acc_group:13,acc_group:14,acc_group:15,acc_avg,objective,count_group:0,count_group:1,count_group:2,count_group:3,count_group:4,count_group:5,count_group:6,count_group:7,count_group:8,count_group:9,count_group:10,count_group:11,count_group:12,count_group:13,count_group:14,count_group:15,count
0,50,3.700763463973999,3.96230149269104,4.204329967498779,3.9095704555511475,3.634115219116211,3.816291570663452,3.7694292068481445,3.920320749282837,3.78035831451416,3.736323833465576,3.8281595706939697,nan,nan,nan,nan,nan,3.802392854690552,0.0882352963089943,0.02777777798473835,0.0357142873108387,0.1600000262260437,0.14705882966518402,0.07999999821186066,0.072727270424366,0.08552631735801697,0.11746987700462341,0.12408760190010071,0.12469439208507538,nan,nan,nan,nan,nan,0.11437499999999996,3.802392854690552,34.0,36.0,28.0,50.0,68.0,25.0,55.0,152.0,332.0,411.0,409.0,0.0,0.0,0.0,0.0,0.0,1600
0,100,3.4276952743530273,3.5417468547821045,3.6157267093658447,3.4263999462127686,3.3046562671661377,3.590301275253296,3.705239772796631,3.5503811836242676,3.2352516651153564,3.2262144088745117,3.3798346519470215,nan,nan,nan,nan,nan,3.342216835021971,0.19512197375297546,0.08108106255531311,0.1111110970377922,0.1666666865348816,0.17391303181648254,0.043478261679410934,0.13513512909412384,0.13432833552360535,0.23224040865898132,0.2474489063024521,0.2009456306695938,nan,nan,nan,nan,nan,0.20312500000000003,3.342216835021971,41.0,37.0,36.0,42.0,69.0,23.0,37.0,134.0,366.0,392.0,423.0,0.0,0.0,0.0,0.0,0.0,1600
0,150,3.682184934616089,3.4120757579803467,3.6816327571868896,3.444988250732422,3.471560478210449,3.367854356765747,3.63486647605896,3.1786036491394043,3.126288414001465,2.899869441986084,3.2010679244995117,nan,nan,nan,nan,nan,3.1646390008926395,0.11999999731779099,0.08163265138864517,0.02702702395617962,0.15789471566677094,0.15789474546909332,0.16129028797149658,0.1249999850988388,0.22794117033481598,0.22965118288993835,0.29381442070007324,0.20879119634628296,nan,nan,nan,nan,nan,0.21999999999999997,3.1646390008926395,25.0,49.0,37.0,38.0,57.0,31.0,40.0,136.0,344.0,388.0,455.0,0.0,0.0,0.0,0.0,0.0,1600
0,200,3.220736503601074,3.143162965774536,3.2254528999328613,3.1584861278533936,3.036501407623291,3.414156436920166,2.9213342666625977,3.1566519737243652,2.9575729370117188,2.7502429485321045,3.104360342025757,nan,nan,nan,nan,nan,2.998367347717284,0.23333331942558289,0.1666666716337204,0.2368420660495758,0.16363637149333954,0.24489793181419373,0.17073170840740204,0.2888888716697693,0.1825396865606308,0.2616279125213623,0.3299492299556732,0.24311929941177368,nan,nan,nan,nan,nan,0.25812499999999977,2.998367347717284,30.0,42.0,38.0,55.0,49.0,41.0,45.0,126.0,344.0,394.0,436.0,0.0,0.0,0.0,0.0,0.0,1600
0,250,3.0397286415100098,2.952948570251465,3.0361008644104004,2.7704052925109863,2.960874557495117,2.9388232231140137,3.0797810554504395,3.1259829998016357,2.7779417037963867,2.702775239944458,2.9429967403411865,nan,nan,nan,nan,nan,2.8627050065994246,0.28125,0.2571428418159485,0.21212123334407806,0.3142857253551483,0.21739134192466736,0.2631579041481018,0.23255816102027893,0.1705426424741745,0.32303375005722046,0.3110048472881317,0.29074883460998535,nan,nan,nan,nan,nan,0.2875000000000001,2.8627050065994246,32.0,35.0,33.0,35.0,46.0,19.0,43.0,129.0,356.0,418.0,454.0,0.0,0.0,0.0,0.0,0.0,1600
0,300,3.1728954315185547,2.948215961456299,2.925593137741089,2.517566680908203,2.712066173553467,2.814513921737671,2.9175989627838135,2.826979637145996,2.682276725769043,2.526824951171875,2.8290791511535645,nan,nan,nan,nan,nan,2.7188046407699593,0.19354838132858276,0.22500000894069672,0.3055554926395416,0.3695651888847351,0.27586203813552856,0.29629629850387573,0.23404254019260406,0.3596491813659668,0.34302327036857605,0.3847980201244354,0.27752286195755005,nan,nan,nan,nan,nan,0.32499999999999996,2.7188046407699593,31.0,40.0,36.0,46.0,58.0,27.0,47.0,114.0,344.0,421.0,436.0,0.0,0.0,0.0,0.0,0.0,1600
0,350,3.0030593872070312,2.808544158935547,3.0552263259887695,3.0231575965881348,2.7598752975463867,3.072340726852417,2.8750033378601074,2.849788188934326,2.696601629257202,2.523543357849121,2.7050957679748535,nan,nan,nan,nan,nan,2.7122959995269773,0.2564102113246918,0.28947365283966064,0.2142857313156128,0.229166641831398,0.26530611515045166,0.24242424964904785,0.3333333730697632,0.2661290168762207,0.3243243396282196,0.3864864408969879,0.3204081654548645,nan,nan,nan,nan,nan,0.3224999999999999,2.7122959995269773,39.0,38.0,28.0,48.0,49.0,33.0,48.0,124.0,333.0,370.0,490.0,0.0,0.0,0.0,0.0,0.0,1600
0,400,2.8083622455596924,2.7505197525024414,2.7656373977661133,2.9891357421875,2.4846582412719727,3.250432014465332,2.4865877628326416,2.624835968017578,2.586141347885132,2.3642516136169434,2.513317823410034,nan,nan,nan,nan,nan,2.5492610979080186,0.323529452085495,0.3809523582458496,0.3125,0.20689657330513,0.35483866930007935,0.2142857015132904,0.361111044883728,0.3076923191547394,0.33236995339393616,0.3850267827510834,0.3537118136882782,nan,nan,nan,nan,nan,0.34437499999999993,2.5492610979080186,34.0,42.0,32.0,58.0,62.0,28.0,36.0,130.0,346.0,374.0,458.0,0.0,0.0,0.0,0.0,0.0,1600
0,450,2.486861228942871,3.086432695388794,2.312952995300293,2.877551555633545,2.4367833137512207,2.7288591861724854,2.5714845657348633,2.6876606941223145,2.3750369548797607,2.3333921432495117,2.4699900150299072,nan,nan,nan,nan,nan,2.4686259126663215,0.38461539149284363,0.24444442987442017,0.3513513505458832,0.29166674613952637,0.3623187839984894,0.4583333432674408,0.277777761220932,0.28758174180984497,0.3861672282218933,0.43569546937942505,0.3870968222618103,nan,nan,nan,nan,nan,0.37875,2.4686259126663215,26.0,45.0,37.0,48.0,69.0,24.0,36.0,153.0,347.0,381.0,434.0,0.0,0.0,0.0,0.0,0.0,1600
0,500,2.5047101974487305,2.8842005729675293,2.9385831356048584,2.8709959983825684,2.358882427215576,2.3229870796203613,2.379967212677002,2.6066854000091553,2.3526229858398438,2.0340616703033447,2.445072889328003,nan,nan,nan,nan,nan,2.3647917652130124,0.2777777910232544,0.19230769574642181,0.3103448152542114,0.2999999523162842,0.460317462682724,0.39393940567970276,0.40425530076026917,0.33571428060531616,0.415902316570282,0.4899497926235199,0.3774834871292114,nan,nan,nan,nan,nan,0.40375,2.3647917652130124,18.0,52.0,29.0,40.0,63.0,33.0,47.0,140.0,327.0,398.0,453.0,0.0,0.0,0.0,0.0,0.0,1600
